cmpd_id,target_id,pic50_cens,cens
CHEMBL1933288,CHEMBL1075104,7.79588001734,0
CHEMBL2403365,CHEMBL1075104,7.33724216832,0
CHEMBL2403366,CHEMBL1075104,7.95860731484,0
CHEMBL2403367,CHEMBL1075104,7.85387196432,0
CHEMBL2403368,CHEMBL1075104,8.15490195999,0
CHEMBL2403369,CHEMBL1075104,8.04575749056,0
CHEMBL2403370,CHEMBL1075104,8.52287874528,0
CHEMBL2403371,CHEMBL1075104,8.09691001301,0
CHEMBL2403374,CHEMBL1075104,8.39794000867,0
CHEMBL2403375,CHEMBL1075104,8.39794000867,0
CHEMBL2403376,CHEMBL1075104,7.50863830617,0
CHEMBL2403377,CHEMBL1075104,8.15490195999,0
CHEMBL2436978,CHEMBL1075104,7.95860731484,0
CHEMBL2441273,CHEMBL1075104,6.39999691337,0
CHEMBL388978,CHEMBL1075104,9.0,0
CHEMBL509032,CHEMBL1075104,8.10790539731,0
CHEMBL535,CHEMBL1075104,7.82390874094,0
CHEMBL77030,CHEMBL1075138,4.92081875395,0
CHEMBL1329974,CHEMBL1075145,4.75870261289,0
CHEMBL496,CHEMBL1075145,5.2605858973,0
CHEMBL63354,CHEMBL1075145,5.04653025675,0
CHEMBL1470485,CHEMBL1075315,4.27818114398,0
CHEMBL1524932,CHEMBL1075315,4.79258108318,0
CHEMBL1557648,CHEMBL1075315,4.76175311347,0
CHEMBL67166,CHEMBL1075315,4.48819682387,0
CHEMBL1650511,CHEMBL1075319,9.38404994834,0
CHEMBL1955989,CHEMBL1075319,7.82390874094,0
CHEMBL1299526,CHEMBL1075322,5.45392148994,0
CHEMBL1303426,CHEMBL1075322,5.45787448773,0
CHEMBL1334062,CHEMBL1075322,5.13396503865,0
CHEMBL1346587,CHEMBL1075322,5.92885839627,0
CHEMBL1411673,CHEMBL1075322,5.47631725172,0
CHEMBL1429129,CHEMBL1075322,5.84771165562,0
CHEMBL1431953,CHEMBL1075322,6.04914854111,0
CHEMBL1485010,CHEMBL1075322,5.29703123758,0
CHEMBL1487870,CHEMBL1075322,4.74714696902,0
CHEMBL1526855,CHEMBL1075322,5.34227218043,0
CHEMBL1532025,CHEMBL1075322,4.69897000434,0
CHEMBL1566610,CHEMBL1075322,5.73301141815,0
CHEMBL417727,CHEMBL1075322,5.86516971009,0
CHEMBL567422,CHEMBL1075322,5.00918581301,0
CHEMBL942,CHEMBL1075322,6.04170853207,0
CHEMBL1232461,CHEMBL1163125,7.44369749923,0
CHEMBL2017269,CHEMBL1163125,5.8999984172,0
CHEMBL2017273,CHEMBL1163125,6.19999817218,0
CHEMBL2017277,CHEMBL1163125,5.8999984172,0
CHEMBL2017281,CHEMBL1163125,6.09999903485,0
CHEMBL2017283,CHEMBL1163125,6.29999760286,0
CHEMBL2017285,CHEMBL1163125,6.39999691337,0
CHEMBL2017286,CHEMBL1163125,6.0,0
CHEMBL2017288,CHEMBL1163125,6.59999765407,0
CHEMBL2017291,CHEMBL1163125,7.7447274949,0
CHEMBL2177300,CHEMBL1163125,9.40000782242,0
CHEMBL278041,CHEMBL1163125,5.60205999133,0
CHEMBL3220922,CHEMBL1163125,7.30102999566,0
CHEMBL3220923,CHEMBL1163125,6.5376020021,0
CHEMBL3220924,CHEMBL1163125,6.44369749923,0
CHEMBL3220925,CHEMBL1163125,7.0,0
CHEMBL3353992,CHEMBL1163125,6.39999691337,0
CHEMBL3601398,CHEMBL1255126,5.69897000434,0
CHEMBL2063926,CHEMBL1275212,7.31875876262,0
CHEMBL1235119,CHEMBL1287622,5.3767507096,0
CHEMBL2424677,CHEMBL1287622,5.01772876696,0
CHEMBL2424678,CHEMBL1287622,5.34678748622,0
CHEMBL2426358,CHEMBL1287622,5.5376020021,0
CHEMBL2426359,CHEMBL1287622,5.92081875395,0
CHEMBL2426360,CHEMBL1287622,5.50863830617,0
CHEMBL2426361,CHEMBL1287622,5.30102999566,0
CHEMBL2426362,CHEMBL1287622,5.63827216398,0
CHEMBL2426363,CHEMBL1287622,5.43179827593,0
CHEMBL2426364,CHEMBL1287622,5.63827216398,0
CHEMBL2426365,CHEMBL1287622,6.13076828027,0
CHEMBL2426366,CHEMBL1287622,5.76955107862,0
CHEMBL2426367,CHEMBL1287622,5.52287874528,0
CHEMBL2426368,CHEMBL1287622,5.69897000434,0
CHEMBL2426373,CHEMBL1287622,5.39794000867,0
CHEMBL2426374,CHEMBL1287622,5.16749108729,0
CHEMBL2426376,CHEMBL1287622,5.18045606446,0
CHEMBL2426461,CHEMBL1287622,5.02227639471,0
CHEMBL2426462,CHEMBL1287622,5.18708664336,0
CHEMBL2426463,CHEMBL1287622,5.25963731051,0
CHEMBL2426464,CHEMBL1287622,5.25181197299,0
CHEMBL2426465,CHEMBL1287622,5.14874165128,0
CHEMBL2426466,CHEMBL1287622,5.30102999566,0
CHEMBL2426467,CHEMBL1287622,5.16115090926,0
CHEMBL2426468,CHEMBL1287622,5.07572071394,0
CHEMBL2426469,CHEMBL1287622,5.09151498112,0
