cmpd_id,target_id,pic50_cens,cens
CHEMBL1330039,CHEMBL1741179,5.38299965888,0
CHEMBL1333250,CHEMBL1741179,4.0,1
CHEMBL1335844,CHEMBL1741179,4.0,1
CHEMBL1336959,CHEMBL1741179,4.0,1
CHEMBL1347373,CHEMBL1741179,4.80134291305,0
CHEMBL1354431,CHEMBL1741179,4.0,1
CHEMBL1368108,CHEMBL1741179,4.0,1
CHEMBL1371792,CHEMBL1741179,4.0,1
CHEMBL1381306,CHEMBL1741179,4.66554624885,0
CHEMBL1390840,CHEMBL1741179,4.0,1
CHEMBL1399191,CHEMBL1741179,4.0,1
CHEMBL1406130,CHEMBL1741179,4.0,1
CHEMBL1408293,CHEMBL1741179,4.0,1
CHEMBL1410244,CHEMBL1741179,4.0,1
CHEMBL1412731,CHEMBL1741179,4.0,1
CHEMBL1415426,CHEMBL1741179,4.92081875395,0
CHEMBL1421887,CHEMBL1741179,4.97881070093,0
CHEMBL1422657,CHEMBL1741179,4.9829666607,0
CHEMBL1438370,CHEMBL1741179,4.30715308072,0
CHEMBL1447034,CHEMBL1741179,5.76955107862,0
CHEMBL1447470,CHEMBL1741179,4.0,1
CHEMBL1448063,CHEMBL1741179,4.0,1
CHEMBL1471698,CHEMBL1741179,4.0,1
CHEMBL1488474,CHEMBL1741179,4.0,1
CHEMBL1493891,CHEMBL1741179,4.86646109163,0
CHEMBL1504939,CHEMBL1741179,4.0,1
CHEMBL1505246,CHEMBL1741179,4.0,1
CHEMBL1510349,CHEMBL1741179,4.0,1
CHEMBL1520143,CHEMBL1741179,4.0,1
CHEMBL1526855,CHEMBL1741179,4.0,1
CHEMBL1531298,CHEMBL1741179,4.0,1
CHEMBL1553163,CHEMBL1741179,4.0,1
CHEMBL1567396,CHEMBL1741179,5.63451201511,0
CHEMBL1586116,CHEMBL1741179,4.7447274949,0
CHEMBL1595621,CHEMBL1741179,4.41005039867,0
CHEMBL1601716,CHEMBL1741179,4.0,1
CHEMBL1605172,CHEMBL1741179,4.0,1
CHEMBL1613004,CHEMBL1741179,4.0,1
CHEMBL164,CHEMBL1741179,4.75696195131,0
CHEMBL1714422,CHEMBL1741179,4.91364016933,0
CHEMBL255881,CHEMBL1741179,5.92445303861,0
CHEMBL3199050,CHEMBL1741179,4.0,1
CHEMBL45152,CHEMBL1741179,4.0,1
CHEMBL608699,CHEMBL1741179,4.0,1
CHEMBL75913,CHEMBL1741179,4.0,1
CHEMBL169,CHEMBL1741186,6.88605664769,0
CHEMBL1751,CHEMBL1741186,5.70333480974,0
CHEMBL418971,CHEMBL1741186,5.0,1
CHEMBL108660,CHEMBL1741207,4.67778070527,0
CHEMBL1093346,CHEMBL1741207,4.7166987713,0
CHEMBL1093717,CHEMBL1741207,4.20134935455,0
CHEMBL1165723,CHEMBL1741207,4.99567862622,0
CHEMBL1300177,CHEMBL1741207,4.03198428601,0
CHEMBL1301037,CHEMBL1741207,4.48017200622,0
CHEMBL1301243,CHEMBL1741207,5.7878123956,0
CHEMBL1301421,CHEMBL1741207,4.0,1
CHEMBL1302524,CHEMBL1741207,5.22257317761,0
CHEMBL1302779,CHEMBL1741207,5.96657624451,0
CHEMBL1303887,CHEMBL1741207,5.29328221766,0
CHEMBL1304004,CHEMBL1741207,4.0,1
CHEMBL1304247,CHEMBL1741207,4.31785492363,0
CHEMBL1305329,CHEMBL1741207,4.16304326294,0
CHEMBL1306211,CHEMBL1741207,5.07417242538,0
CHEMBL1306742,CHEMBL1741207,4.0,1
CHEMBL1306782,CHEMBL1741207,4.76195389687,0
CHEMBL1307207,CHEMBL1741207,5.05158703422,0
CHEMBL1307406,CHEMBL1741207,5.47495519296,0
CHEMBL1307513,CHEMBL1741207,4.83268266525,0
CHEMBL1308385,CHEMBL1741207,5.04191415148,0
CHEMBL1309184,CHEMBL1741207,4.1877553032,0
CHEMBL1309254,CHEMBL1741207,4.0043648054,1
CHEMBL1309678,CHEMBL1741207,4.28650945691,0
CHEMBL1309946,CHEMBL1741207,4.1877553032,0
CHEMBL1312888,CHEMBL1741207,4.0,1
CHEMBL1313107,CHEMBL1741207,4.15366288787,0
CHEMBL1313386,CHEMBL1741207,4.0,1
CHEMBL1313683,CHEMBL1741207,5.00833099262,0
CHEMBL1314088,CHEMBL1741207,4.0,1
CHEMBL1314677,CHEMBL1741207,5.2700257143,0
CHEMBL1315825,CHEMBL1741207,4.63638802011,0
CHEMBL1316867,CHEMBL1741207,6.26520017041,0
CHEMBL1317122,CHEMBL1741207,4.3142582614,0
CHEMBL1318212,CHEMBL1741207,4.77469071827,0
CHEMBL1319034,CHEMBL1741207,4.0,1
CHEMBL1319104,CHEMBL1741207,4.0,1
CHEMBL1319405,CHEMBL1741207,5.92081875395,0
CHEMBL1319534,CHEMBL1741207,4.0,1
CHEMBL1319768,CHEMBL1741207,4.0,1
CHEMBL1320578,CHEMBL1741207,5.17914201056,0
CHEMBL1321156,CHEMBL1741207,4.2757241304,0
CHEMBL1321391,CHEMBL1741207,5.57839607313,0
CHEMBL1321659,CHEMBL1741207,5.03198428601,0
CHEMBL1322261,CHEMBL1741207,4.41680122603,0
CHEMBL1322449,CHEMBL1741207,4.36051351073,0
CHEMBL1322521,CHEMBL1741207,4.83863199777,0
CHEMBL1322834,CHEMBL1741207,5.06905096883,0
CHEMBL1322894,CHEMBL1741207,5.2628073573,0
CHEMBL1322948,CHEMBL1741207,4.50445566245,0
CHEMBL1323510,CHEMBL1741207,4.10734896612,0
CHEMBL1323994,CHEMBL1741207,4.53610701101,0
CHEMBL1324155,CHEMBL1741207,4.0,1
CHEMBL1327265,CHEMBL1741207,4.0,1
CHEMBL1328084,CHEMBL1741207,4.93930215965,0
CHEMBL1328930,CHEMBL1741207,4.66958622665,0
CHEMBL1329140,CHEMBL1741207,5.07160414774,0
CHEMBL1329446,CHEMBL1741207,5.13846558914,0
CHEMBL1329906,CHEMBL1741207,4.49485002168,0
CHEMBL1332602,CHEMBL1741207,4.34486156519,0
CHEMBL1332928,CHEMBL1741207,4.75202673364,0
CHEMBL1333044,CHEMBL1741207,4.56383735296,0
CHEMBL1333222,CHEMBL1741207,5.73048705578,0
CHEMBL1333579,CHEMBL1741207,5.21609642073,0
CHEMBL1336046,CHEMBL1741207,4.38404994834,0
CHEMBL1336070,CHEMBL1741207,4.34486156519,0
CHEMBL1336877,CHEMBL1741207,4.09420411963,0
CHEMBL1337075,CHEMBL1741207,4.0,1
CHEMBL1337752,CHEMBL1741207,4.06499684855,0
CHEMBL1338489,CHEMBL1741207,5.22621355502,0
CHEMBL1338502,CHEMBL1741207,4.0,1
CHEMBL1339228,CHEMBL1741207,4.0,1
CHEMBL1340332,CHEMBL1741207,5.14508697769,0
CHEMBL1341119,CHEMBL1741207,4.71219827007,0
CHEMBL1341243,CHEMBL1741207,4.44611697336,0
CHEMBL1342248,CHEMBL1741207,4.99139982824,0
CHEMBL1342287,CHEMBL1741207,4.0,1
CHEMBL1342479,CHEMBL1741207,4.0,1
CHEMBL1342859,CHEMBL1741207,4.98716277529,0
CHEMBL1342873,CHEMBL1741207,4.62708799703,0
CHEMBL1342938,CHEMBL1741207,4.0,1
CHEMBL1343309,CHEMBL1741207,4.0,1
CHEMBL1343697,CHEMBL1741207,4.88272870434,0
CHEMBL1344555,CHEMBL1741207,4.0,1
CHEMBL1345096,CHEMBL1741207,5.64016451766,0
CHEMBL1348741,CHEMBL1741207,4.81247927916,0
CHEMBL1349632,CHEMBL1741207,4.0,1
CHEMBL1349748,CHEMBL1741207,5.61798295743,0
CHEMBL1351535,CHEMBL1741207,4.0,1
CHEMBL1351708,CHEMBL1741207,4.49757288002,0
CHEMBL1352220,CHEMBL1741207,4.34008379993,0
CHEMBL1352443,CHEMBL1741207,4.0,1
CHEMBL1352627,CHEMBL1741207,4.26201267367,0
CHEMBL1353712,CHEMBL1741207,4.71896663275,0
CHEMBL1354548,CHEMBL1741207,4.62160209905,0
CHEMBL1354754,CHEMBL1741207,5.21752737583,0
CHEMBL1355280,CHEMBL1741207,5.44733178389,0
CHEMBL1356235,CHEMBL1741207,4.0,1
CHEMBL1360419,CHEMBL1741207,4.21824462535,0
CHEMBL1361268,CHEMBL1741207,4.60032627852,0
CHEMBL1361392,CHEMBL1741207,5.16430942851,0
CHEMBL1361810,CHEMBL1741207,4.97469413474,0
CHEMBL1363615,CHEMBL1741207,4.8696662315,0
CHEMBL1364988,CHEMBL1741207,5.69680394258,0
CHEMBL1365104,CHEMBL1741207,4.82973828461,0
CHEMBL1365257,CHEMBL1741207,4.26841123481,0
CHEMBL1365260,CHEMBL1741207,5.33818731446,0
CHEMBL1365469,CHEMBL1741207,5.01367622295,0
CHEMBL1365705,CHEMBL1741207,4.64016451766,0
CHEMBL1367313,CHEMBL1741207,4.62342304294,0
CHEMBL1369984,CHEMBL1741207,4.0,1
CHEMBL1370387,CHEMBL1741207,4.53610701101,0
CHEMBL1370991,CHEMBL1741207,5.33161408331,0
CHEMBL1371005,CHEMBL1741207,5.36552272984,0
CHEMBL1371119,CHEMBL1741207,4.53313237965,0
CHEMBL1371275,CHEMBL1741207,4.0,1
CHEMBL1372256,CHEMBL1741207,4.56224943718,0
CHEMBL1372464,CHEMBL1741207,4.0,1
CHEMBL1372677,CHEMBL1741207,4.1505805862,0
CHEMBL1373107,CHEMBL1741207,4.38404994834,0
CHEMBL1373577,CHEMBL1741207,4.66554624885,0
CHEMBL1374950,CHEMBL1741207,4.82681373159,0
CHEMBL1375292,CHEMBL1741207,4.84466396253,0
CHEMBL1376540,CHEMBL1741207,5.31069114088,0
CHEMBL1376622,CHEMBL1741207,5.64975198167,0
CHEMBL1376949,CHEMBL1741207,4.36754270782,0
CHEMBL1377488,CHEMBL1741207,4.34678748622,0
CHEMBL1378513,CHEMBL1741207,4.1214782045,0
CHEMBL1378542,CHEMBL1741207,4.0,1
CHEMBL1378634,CHEMBL1741207,5.30980391997,0
CHEMBL1379026,CHEMBL1741207,5.29756946355,0
CHEMBL1379048,CHEMBL1741207,5.38827669199,0
CHEMBL1379054,CHEMBL1741207,5.66554624885,0
CHEMBL1379448,CHEMBL1741207,5.67366413907,0
CHEMBL1379892,CHEMBL1741207,5.26201267367,0
CHEMBL1379918,CHEMBL1741207,5.04000516167,0
CHEMBL1379920,CHEMBL1741207,4.45842075605,0
CHEMBL1380030,CHEMBL1741207,4.47625353319,0
CHEMBL1380540,CHEMBL1741207,4.0,1
CHEMBL1380580,CHEMBL1741207,6.05158703422,0
CHEMBL1381205,CHEMBL1741207,5.09528445472,0
CHEMBL1381216,CHEMBL1741207,4.2572748687,0
CHEMBL1381587,CHEMBL1741207,4.54211810327,0
CHEMBL1381872,CHEMBL1741207,4.96257350206,0
CHEMBL1382027,CHEMBL1741207,4.45717457304,0
CHEMBL1383632,CHEMBL1741207,5.01863449092,0
CHEMBL1384143,CHEMBL1741207,4.0,1
CHEMBL1384146,CHEMBL1741207,4.17327747983,0
CHEMBL1385557,CHEMBL1741207,4.0,1
CHEMBL1386457,CHEMBL1741207,4.0,1
CHEMBL1386967,CHEMBL1741207,4.59859945922,0
CHEMBL1387142,CHEMBL1741207,4.78515615195,0
CHEMBL1387558,CHEMBL1741207,4.00833099262,0
CHEMBL1387710,CHEMBL1741207,4.86327943284,0
CHEMBL1387749,CHEMBL1741207,4.52578373592,0
CHEMBL1389299,CHEMBL1741207,4.61083391564,0
CHEMBL1389725,CHEMBL1741207,4.08196966322,0
CHEMBL1389833,CHEMBL1741207,4.54363396687,0
CHEMBL1390831,CHEMBL1741207,4.58838029404,0
CHEMBL1391158,CHEMBL1741207,4.0,1
CHEMBL1392424,CHEMBL1741207,4.34678748622,0
CHEMBL1392564,CHEMBL1741207,4.70774392864,0
CHEMBL1392754,CHEMBL1741207,4.51712641639,0
CHEMBL1392845,CHEMBL1741207,4.0,1
CHEMBL1392911,CHEMBL1741207,5.56224943718,0
CHEMBL1393780,CHEMBL1741207,4.79048498546,0
CHEMBL1394969,CHEMBL1741207,5.30364361127,0
CHEMBL1394975,CHEMBL1741207,4.80410034759,0
CHEMBL1395201,CHEMBL1741207,4.6143937264,0
CHEMBL1395570,CHEMBL1741207,4.27490547892,0
CHEMBL1395615,CHEMBL1741207,4.65169513695,0
CHEMBL1397706,CHEMBL1741207,4.97061622231,0
CHEMBL1398171,CHEMBL1741207,4.61618463402,0
CHEMBL1398836,CHEMBL1741207,4.56224943718,0
CHEMBL1400093,CHEMBL1741207,4.92811799269,0
CHEMBL1401768,CHEMBL1741207,4.15552282425,0
CHEMBL1402386,CHEMBL1741207,4.0,1
CHEMBL1402456,CHEMBL1741207,6.04624030827,0
CHEMBL1403154,CHEMBL1741207,5.4078232426,0
CHEMBL1404207,CHEMBL1741207,4.8894102897,0
CHEMBL1404312,CHEMBL1741207,4.26042765555,0
CHEMBL1404762,CHEMBL1741207,4.0043648054,1
CHEMBL1405100,CHEMBL1741207,4.92445303861,0
CHEMBL1405247,CHEMBL1741207,4.44490555142,0
CHEMBL1405401,CHEMBL1741207,4.0,1
CHEMBL1405521,CHEMBL1741207,4.0043648054,1
CHEMBL1405940,CHEMBL1741207,5.02479803774,0
CHEMBL1406151,CHEMBL1741207,4.50445566245,0
CHEMBL1407136,CHEMBL1741207,4.43415218133,0
CHEMBL1407802,CHEMBL1741207,4.64589156085,0
CHEMBL1407928,CHEMBL1741207,4.23358715289,0
CHEMBL1408066,CHEMBL1741207,4.0,1
CHEMBL1408395,CHEMBL1741207,4.84771165562,0
CHEMBL1408676,CHEMBL1741207,4.0043648054,1
CHEMBL1408715,CHEMBL1741207,4.97061622231,0
CHEMBL1408953,CHEMBL1741207,4.0043648054,1
CHEMBL1409038,CHEMBL1741207,4.0043648054,1
CHEMBL1409039,CHEMBL1741207,5.44129142947,0
CHEMBL1409277,CHEMBL1741207,4.4078232426,0
CHEMBL1409773,CHEMBL1741207,4.57024772,0
CHEMBL1410437,CHEMBL1741207,4.40230481407,0
CHEMBL1411203,CHEMBL1741207,4.0,1
CHEMBL1412015,CHEMBL1741207,5.62342304294,0
CHEMBL1412585,CHEMBL1741207,4.34582345812,0
CHEMBL1412597,CHEMBL1741207,4.83863199777,0
CHEMBL1412627,CHEMBL1741207,4.72353819583,0
CHEMBL1412678,CHEMBL1741207,4.94309514866,0
CHEMBL1412738,CHEMBL1741207,4.21041928784,0
CHEMBL1413278,CHEMBL1741207,4.36653154442,0
CHEMBL1413787,CHEMBL1741207,4.0,1
CHEMBL1414729,CHEMBL1741207,4.0043648054,1
CHEMBL1414754,CHEMBL1741207,4.75945075172,0
CHEMBL1415156,CHEMBL1741207,5.34198860334,0
CHEMBL1416561,CHEMBL1741207,4.0043648054,1
CHEMBL1417815,CHEMBL1741207,5.68613277963,0
CHEMBL1418096,CHEMBL1741207,6.21752737583,0
CHEMBL1421255,CHEMBL1741207,6.39469495386,0
CHEMBL1421263,CHEMBL1741207,4.0,1
CHEMBL1421377,CHEMBL1741207,5.69036983257,0
CHEMBL1421460,CHEMBL1741207,4.2924298239,0
CHEMBL1422056,CHEMBL1741207,4.66756154008,0
CHEMBL1422087,CHEMBL1741207,5.1209041205,0
CHEMBL1423071,CHEMBL1741207,4.0,1
CHEMBL1423084,CHEMBL1741207,4.24872089602,0
CHEMBL1424024,CHEMBL1741207,4.3585258895,0
CHEMBL1424355,CHEMBL1741207,5.01772876696,0
CHEMBL1425035,CHEMBL1741207,4.97061622231,0
CHEMBL1425406,CHEMBL1741207,4.0,1
CHEMBL1425795,CHEMBL1741207,4.32790214206,0
CHEMBL1426042,CHEMBL1741207,4.0,1
CHEMBL1426692,CHEMBL1741207,4.97469413474,0
CHEMBL1426867,CHEMBL1741207,4.76447155309,0
CHEMBL1427194,CHEMBL1741207,4.57511836337,0
CHEMBL1427637,CHEMBL1741207,4.82973828461,0
CHEMBL1427898,CHEMBL1741207,4.0,1
CHEMBL1427991,CHEMBL1741207,4.47625353319,0
CHEMBL1428614,CHEMBL1741207,4.36855623099,0
CHEMBL1428684,CHEMBL1741207,4.69250396209,0
CHEMBL1429243,CHEMBL1741207,4.59176003469,0
CHEMBL1429870,CHEMBL1741207,4.66596868498,0
CHEMBL1430214,CHEMBL1741207,4.34582345812,0
CHEMBL1431732,CHEMBL1741207,4.0,1
CHEMBL1431832,CHEMBL1741207,4.0,1
CHEMBL1432027,CHEMBL1741207,4.55909091793,0
CHEMBL1432044,CHEMBL1741207,5.50307035193,0
CHEMBL1432131,CHEMBL1741207,4.96257350206,0
CHEMBL1432218,CHEMBL1741207,4.52578373592,0
CHEMBL1432894,CHEMBL1741207,4.0,1
CHEMBL1434792,CHEMBL1741207,5.40340290437,0
CHEMBL1435486,CHEMBL1741207,4.0043648054,1
CHEMBL1437840,CHEMBL1741207,4.0043648054,1
CHEMBL1438627,CHEMBL1741207,4.87289520164,0
CHEMBL1438722,CHEMBL1741207,5.64016451766,0
CHEMBL1439396,CHEMBL1741207,4.0,1
CHEMBL1439751,CHEMBL1741207,4.0,1
CHEMBL1440488,CHEMBL1741207,5.19178902708,0
CHEMBL1440766,CHEMBL1741207,4.0,1
CHEMBL1441265,CHEMBL1741207,4.59516628338,0
CHEMBL1443965,CHEMBL1741207,4.91364016933,0
CHEMBL1444349,CHEMBL1741207,5.04527520902,0
CHEMBL1445676,CHEMBL1741207,4.0,1
CHEMBL1446989,CHEMBL1741207,4.48280410205,0
CHEMBL1447078,CHEMBL1741207,4.39577394692,0
CHEMBL1447111,CHEMBL1741207,4.22694530664,0
CHEMBL1447460,CHEMBL1741207,4.38721614328,0
CHEMBL1447830,CHEMBL1741207,4.0,1
CHEMBL1449493,CHEMBL1741207,4.5185573715,0
CHEMBL1449597,CHEMBL1741207,4.0,1
CHEMBL1449672,CHEMBL1741207,4.0043648054,1
CHEMBL1449923,CHEMBL1741207,5.71896663275,0
CHEMBL1450897,CHEMBL1741207,5.34390179799,0
CHEMBL1452003,CHEMBL1741207,4.67778070527,0
CHEMBL1453498,CHEMBL1741207,5.0,0
CHEMBL1457057,CHEMBL1741207,5.05158703422,0
CHEMBL1457165,CHEMBL1741207,5.12667939818,0
CHEMBL1457356,CHEMBL1741207,4.29756946355,0
CHEMBL1458321,CHEMBL1741207,5.32057210339,0
CHEMBL1458444,CHEMBL1741207,5.36351210365,0
CHEMBL145850,CHEMBL1741207,4.0043648054,1
CHEMBL1459215,CHEMBL1741207,4.2700257143,0
CHEMBL1460126,CHEMBL1741207,4.90657831484,0
CHEMBL1460250,CHEMBL1741207,5.07779372256,0
CHEMBL1460321,CHEMBL1741207,4.6143937264,0
CHEMBL1460564,CHEMBL1741207,4.88272870434,0
CHEMBL1461427,CHEMBL1741207,4.0,1
CHEMBL1462107,CHEMBL1741207,5.4788619163,0
CHEMBL1462381,CHEMBL1741207,4.38195190329,0
CHEMBL1462406,CHEMBL1741207,4.36051351073,0
CHEMBL1462691,CHEMBL1741207,4.78251605579,0
CHEMBL1463363,CHEMBL1741207,4.0,1
CHEMBL1463739,CHEMBL1741207,4.12033079437,0
CHEMBL1463829,CHEMBL1741207,5.36051351073,0
CHEMBL1463989,CHEMBL1741207,4.63827216398,0
CHEMBL1464550,CHEMBL1741207,4.43651891461,0
CHEMBL1464949,CHEMBL1741207,5.41680122603,0
CHEMBL1465850,CHEMBL1741207,5.04769199034,0
CHEMBL1465938,CHEMBL1741207,5.02733440773,0
CHEMBL1466087,CHEMBL1741207,4.90657831484,0
CHEMBL1467987,CHEMBL1741207,4.91721462968,0
CHEMBL1468256,CHEMBL1741207,4.0043648054,1
CHEMBL1468761,CHEMBL1741207,4.53017798402,0
CHEMBL1468876,CHEMBL1741207,4.0,1
CHEMBL1469091,CHEMBL1741207,5.21752737583,0
CHEMBL1469807,CHEMBL1741207,6.06298389254,0
CHEMBL1469986,CHEMBL1741207,4.15926676539,0
CHEMBL1470135,CHEMBL1741207,4.89279003035,0
CHEMBL1470146,CHEMBL1741207,5.80687540165,0
CHEMBL1471358,CHEMBL1741207,4.61798295743,0
CHEMBL1471498,CHEMBL1741207,5.30364361127,0
CHEMBL1471717,CHEMBL1741207,4.33161408331,0
CHEMBL1472212,CHEMBL1741207,5.0030507515,0
CHEMBL1472308,CHEMBL1741207,4.44249279809,0
CHEMBL1472925,CHEMBL1741207,4.98716277529,0
CHEMBL1473428,CHEMBL1741207,5.25492520842,0
CHEMBL1473955,CHEMBL1741207,5.41116827441,0
CHEMBL1475128,CHEMBL1741207,6.32697909287,0
CHEMBL1475285,CHEMBL1741207,4.39469495386,0
CHEMBL1475673,CHEMBL1741207,4.0,1
CHEMBL1475961,CHEMBL1741207,5.39254497679,0
CHEMBL1475973,CHEMBL1741207,4.64781748189,0
CHEMBL1477061,CHEMBL1741207,5.35753547976,0
CHEMBL1477200,CHEMBL1741207,4.0043648054,1
CHEMBL1477920,CHEMBL1741207,4.12726117253,0
CHEMBL1478825,CHEMBL1741207,5.1209041205,0
CHEMBL1478934,CHEMBL1741207,4.19859628998,0
CHEMBL1479061,CHEMBL1741207,4.0,1
CHEMBL1479657,CHEMBL1741207,5.55129368009,0
CHEMBL1479973,CHEMBL1741207,4.0,1
CHEMBL1480369,CHEMBL1741207,4.0,1
CHEMBL1480646,CHEMBL1741207,4.68824613894,0
CHEMBL1480814,CHEMBL1741207,6.0840727883,0
CHEMBL1482438,CHEMBL1741207,4.41793663709,0
CHEMBL1482499,CHEMBL1741207,4.0,1
CHEMBL1483444,CHEMBL1741207,4.53165266959,0
CHEMBL1483649,CHEMBL1741207,5.84771165562,0
CHEMBL1483847,CHEMBL1741207,4.60554831917,0
CHEMBL1484459,CHEMBL1741207,4.0,1
CHEMBL1484644,CHEMBL1741207,5.46852108296,0
CHEMBL1485847,CHEMBL1741207,4.0,1
CHEMBL1486661,CHEMBL1741207,5.0030507515,0
CHEMBL1486728,CHEMBL1741207,4.0,1
CHEMBL1486906,CHEMBL1741207,4.0043648054,1
CHEMBL1487632,CHEMBL1741207,4.35556141053,0
CHEMBL1488689,CHEMBL1741207,5.07727454201,0
CHEMBL1488749,CHEMBL1741207,4.95860731484,0
CHEMBL1489745,CHEMBL1741207,5.2700257143,0
